fromUrl,toUrl,relationship,status
"/en-za/products/magnetic-separation-equipment/hjlh-type-vertical-ring-high-gradient-magnetic-separation/","/en-za/industries/mining-and-mineral-processing/","product-to-industry","generated from product truth card"
"/en-za/products/magnetic-separation-equipment/hjlh-type-vertical-ring-high-gradient-magnetic-separation/","/en-za/industries/coal-handling-and-washing/","product-to-industry","generated from product truth card"
"/en-za/products/magnetic-separation-equipment/hjlh-type-vertical-ring-high-gradient-magnetic-separation/","/en-za/industries/aggregates-quarries-and-cement/","product-to-industry","generated from product truth card"
"/en-za/products/magnetic-separation-equipment/hjlh-type-vertical-ring-high-gradient-magnetic-separation/","/en-za/solutions/tramp-iron-removal/","product-to-solution","generated from product truth card"
"/en-za/products/magnetic-separation-equipment/hjlh-type-vertical-ring-high-gradient-magnetic-separation/","/en-za/solutions/conveyor-protection/","product-to-solution","generated from product truth card"
"/en-za/products/magnetic-separation-equipment/hjlh-wet-vertical-ring-high-gradient-magnetic-separator/","/en-za/industries/mining-and-mineral-processing/","product-to-industry","generated from product truth card"
"/en-za/products/magnetic-separation-equipment/hjlh-wet-vertical-ring-high-gradient-magnetic-separator/","/en-za/industries/coal-handling-and-washing/","product-to-industry","generated from product truth card"
"/en-za/products/magnetic-separation-equipment/hjlh-wet-vertical-ring-high-gradient-magnetic-separator/","/en-za/industries/aggregates-quarries-and-cement/","product-to-industry","generated from product truth card"
"/en-za/products/magnetic-separation-equipment/hjlh-wet-vertical-ring-high-gradient-magnetic-separator/","/en-za/solutions/tramp-iron-removal/","product-to-solution","generated from product truth card"
"/en-za/products/magnetic-separation-equipment/hjlh-wet-vertical-ring-high-gradient-magnetic-separator/","/en-za/solutions/conveyor-protection/","product-to-solution","generated from product truth card"
"/en-za/products/magnetic-separation-equipment/hjpc-wet-disc-magnetic-separation/","/en-za/industries/mining-and-mineral-processing/","product-to-industry","generated from product truth card"
"/en-za/products/magnetic-separation-equipment/hjpc-wet-disc-magnetic-separation/","/en-za/industries/coal-handling-and-washing/","product-to-industry","generated from product truth card"
"/en-za/products/magnetic-separation-equipment/hjpc-wet-disc-magnetic-separation/","/en-za/industries/aggregates-quarries-and-cement/","product-to-industry","generated from product truth card"
"/en-za/products/magnetic-separation-equipment/hjpc-wet-disc-magnetic-separation/","/en-za/solutions/tramp-iron-removal/","product-to-solution","generated from product truth card"
"/en-za/products/magnetic-separation-equipment/hjpc-wet-disc-magnetic-separation/","/en-za/solutions/conveyor-protection/","product-to-solution","generated from product truth card"
"/en-za/products/magnetic-separation-equipment/hmdn-coal-washing-special-magnetic-separator/","/en-za/industries/mining-and-mineral-processing/","product-to-industry","generated from product truth card"
"/en-za/products/magnetic-separation-equipment/hmdn-coal-washing-special-magnetic-separator/","/en-za/industries/coal-handling-and-washing/","product-to-industry","generated from product truth card"
"/en-za/products/magnetic-separation-equipment/hmdn-coal-washing-special-magnetic-separator/","/en-za/industries/aggregates-quarries-and-cement/","product-to-industry","generated from product truth card"
